,kanji,kana,definition
5862,蝶,ちょう,butterfly
5863,搾乳,さくにゅう,milking
5864,遥か,はるか,"far away,  distant,  far off"
5865,凛々しい,りりしい,"gallant,  manly,  distinguished,  noble"
5866,呆れる,あきれる,"to be amazed,  to be shocked,  to be astonished"
5867,中尉,ちゅうい,"first lieutenant,  lieutenant"
5868,弦,つる,"bowstring,  string"
5869,摂氏,せっし,"centigrade,  celsius"
5870,摂理,せつり,"divine providence,  providence"
5871,墓碑,ぼひ,"gravestone,  tombstone"
5872,石碑,せきひ,stone monument
5873,縫う,ぬう,"to sew,  to stitch"
5874,逸れる,それる,"to stray,  to turn away,  to digress,  to deviate"
5875,錯乱,さくらん,"confusion,  distraction,  derangement"
5876,怠け者,なまけもの,lazy person
5877,米穀,べいこく,rice
5878,非凡,ひぼん,"prodigy,  rare,  unique,  extraordinary"
5879,凡人,ぼんじん,"ordinary person,  average person,  mediocre"
5880,平凡,へいぼん,"common,  ordinary,  mediocre"
5881,凡庸,ぼんよう,"mediocre,  banality,  common"
5882,嘉日,かじつ,"auspicious day,  lucky day"
5883,主宰,しゅさい,"supervision,  chairmanship"
5884,宰相,さいしょう,prime minister
5885,静寂,せいじゃく,"silence,  still,  quiet"
5886,大尉,たいい,captain
5887,少尉,しょうい,"second lieutenant,  ensign"
5888,尚且つ,なおかつ,"and yet,  besides"
5889,庶民的,しょみんてき,"popular,  folk,  working class"
5890,疲弊,ひへい,"exhaustion,  impoverishment"
5891,弦楽,げんがく,string music
5892,恭しい,うやうやしい,"respectful,  reverent"
5893,満悦,まんえつ,"delight,  rapture"
5894,愚か,おろか,"foolish,  stupid"
5895,〜拍,はく,beat
5896,拍手,はくしゅ,"applause,  clapping hands"
5897,脈拍,みゃくはく,pulse
5898,摂取,せっしゅ,"intake,  absorption"
5899,智,ち,wisdom
5900,柴,しば,"firewood,  brushwood"
5901,柴犬,しばいぬ,"shiba inu,  shiba dog,  shiba"
5902,洪水,こうずい,flood
5903,方向音痴,ほうこうおんち,"no sense of direction,  bad sense of direction"
5904,碑文,ひぶん,"inscription,  epitaph"
5905,記念碑,きねんひ,monument
5906,穀物,こくもつ,"grain,  cereal"
5907,穀類,こくるい,grains
5908,窒息,ちっそく,"suffocation,  choking"
5909,窒素,ちっそ,nitrogen
5910,窮地,きゅうち,"dilemma,  predicament"
5911,窮屈,きゅうくつ,"tight,  narrow,  stiff,  rigid"
5912,窮乏,きゅうぼう,"poverty,  destitution"
5913,困窮,こんきゅう,"poverty,  distress"
5914,窮状,きゅうじょう,"distress,  wretched condition"
5915,紳士,しんし,gentleman
5916,裁縫,さいほう,"sewing,  needlework"
5917,管轄,かんかつ,"jurisdiction,  control"
5918,所轄,しょかつ,jurisdiction
5919,直轄,ちょっかつ,direct control
5920,無報酬,むほうしゅう,"free of charge,  gratuitous,  without pay"
5921,錯誤,さくご,"mistake,  error"
5922,靖国神社,やすくにじんじゃ,yasukuni shrine
5923,飽和,ほうわ,saturation
5924,飽食,ほうしょく,"gluttony,  satiation,  engorgement"
5925,船舶,せんぱく,"ship,  vessel"
5926,匠,たくみ,"artisan,  mechanic,  carpenter,  workman"
5927,意匠,いしょう,design
5928,呉越同舟,ごえつどうしゅう,"bitter enemies in the same boat,  classic rivals,  traditional rivals"
5929,寂しい,さびしい,"lonely,  lonesome,  solitary,  desolate"
5930,怠い,だるい,"sluggish,  feel heavy,  languid,  dull"
5931,搾る,しぼる,"to squeeze,  to press,  to wring"
5932,猶予,ゆうよ,"extension,  delay,  postpone"
5933,疎か,おろか,"neglect,  negligence,  carelessness"
5934,縛る,しばる,"to tie,  to bind"
5935,舶来,はくらい,imported
5936,錯覚,さっかく,"optical illusion,  hallucination"
5938,傍ら,かたわら,"while,  while doing,  besides"
5939,定款,ていかん,"articles of incorporation,  company statute,  articles of the company laws"
5940,迎賓館,げいひんかん,"reception hall,  guest house"
5941,羅針盤,らしんばん,compass
5942,胎児,たいじ,"embryo,  fetus,  foetus"
5943,遍歴,へんれき,"travels,  pilgrimage,  itinerancy"
5944,伐採,ばっさい,"lumbering,  felling,  deforestation"
5945,浴槽,よくそう,bathtub
5946,借款,しゃっかん,"loan,  international loan"
5947,腸,ちょう,"guts,  bowels,  intestines"
5948,酵素,こうそ,enzyme
5949,惜しい,おしい,"regrettable,  disappointing,  precious,  dear"
5950,敢闘,かんとう,fight bravely
5951,勇敢,ゆうかん,"brave,  heroic,  gallant"
5952,漬ける,つける,"to soak,  to seep,  to dip in,  to pickle"
5953,濃紺,のうこん,dark blue
5954,烏賊,いか,"squid,  cuttlefish"
5955,閲覧,えつらん,"browsing,  perusal,  reading"
5956,鼓舞,こぶ,"inspiration,  encouragement"
5957,鼓膜,こまく,eardrum
5958,太鼓,たいこ,"drum,  taiko"
5959,間伐,かんばつ,"tree thinning,  thinning,  periodic thinning"
5960,減俸,げんぽう,"salary reduction,  salary cut"
5961,年俸,ねんぽう,annual salary
5962,凸版,とっぱん,"letterpress,  relief printing"
5963,凹凸,おうとつ,"uneven,  rough,  rugged"
5964,恐喝,きょうかつ,"blackmail,  extortion"
5965,奉行,ぶぎょう,"magistrate,  shogunate administrator"
5966,海峡,かいきょう,"channel,  strait"
5967,弔意,ちょうい,"condolence,  sympathy,  mourning"
5968,循環器,じゅんかんき,circulatory organ
5969,不愉快,ふゆかい,"unpleasant,  unhappy,  discomfort,  disagreeable"
5970,憂い,うれい,"grief,  distress,  sorrow"
5971,果敢,かかん,"resolute,  determined,  bold"
5972,敢えて,あえて,"dare to,  presume to,  daringly"
5973,旋回,せんかい,"revolution,  rotation,  turning,  circling"
5974,旋風,せんぷう,"whirlwind,  commotion,  sensation"
5975,旋律,せんりつ,"melody,  tune"
5976,楓,ふう,"maple,  maple tree"
5977,楓糖,ふうとう,maple sugar
5978,水槽,すいそう,"fish tank,  water tank,  cistern"
5979,約款,やっかん,"agreement,  stipulation,  article,  clause"
5980,烏,からす,"crow,  raven"
5981,盲人,もうじん,blind person
5982,盲点,もうてん,blind spot
5983,盲目,もうもく,"blindness,  blind"
5984,紺,こん,"navy blue,  deep blue,  navy"
5985,網羅,もうら,"comprising,  including,  covering,  encompassing"
5986,羅列,られつ,enumeration
5987,堕胎,だたい,"abortion,  feticide"
5988,受胎,じゅたい,"conception,  fertilization,  fertilisation"
5989,胎盤,たいばん,"placenta,  afterbirth"
5990,胃腸,いちょう,"stomach,  gastrointestine"
5991,盲腸,もうちょう,appendix
5992,大腸,だいちょう,"large intestine,  large bowel,  colon"
5993,膜,まく,"membrane,  film"
5994,網膜,もうまく,retina
5995,均衡,きんこう,"equilibrium,  balance"
5996,萌芽,ほうが,"germination,  sprout"
5997,平衡,へいこう,"balance,  equilibrium"
5998,山賊,さんぞく,"bandit,  brigand"
5999,盗賊,とうぞく,"thief,  robber"
6000,普遍,ふへん,"universal,  ubiquitous,  omnipresent"
6001,一遍,いっぺん,"once,  one time"
6002,何遍,なんべん,"how many times,  how often"
6003,遮断,しゃだん,"isolation,  cut off,  blockade,  quarantine"
6004,酵母,こうぼ,"yeast,  leaven"
6005,発酵,はっこう,fermentation
6006,醸成,じょうせい,"brew,  ferment,  breed"
6007,醸造,じょうぞう,"brewing,  distillation"
6008,鎮まる,しずまる,"to quiet down,  to calm down,  to subside,  to die down"
6009,検閲,けんえつ,"censor,  inspect"
6010,校閲,こうえつ,"revision,  proofreading"
6011,鼓動,こどう,"beat,  palpitate,  pulse,  throb"
6012,敢然,かんぜん,"boldly,  bravely,  fearlessly"
6013,角膜,かくまく,cornea
6014,海賊,かいぞく,pirate
6015,熊之実,くまのみ,"clownfish,  anemone fish"
6016,乙,おつ,"second,  b,  latter,  defendant,  thanks,  chic,  quaint"
6017,甲乙,こうおつ,"a and b,  first and second"
6018,堕落,だらく,"corruption,  depravity,  degradation"
6019,峡谷,きょうこく,"ravine,  gorge,  canyon"
6020,弔辞,ちょうじ,"memorial address,  funeral address"
6021,弔う,とむらう,"to mourn for,  to hold a memorial service for,  to condole"
6022,敢行,かんこう,"decisive action,  perform,  dare,  carry out"
6023,烏龍茶,うーろんちゃ,"oolong tea,  oolong"
6024,色盲,しきもう,"color blindness,  colour blindness"
6025,粗塩,あらじお,"sea salt,  coarse salt"
6026,遮る,さえぎる,"to interrupt,  to intercept,  to obstruct"
6027,醸す,かもす,"to brew,  to cause,  to give rise to,  to distill"
6028,鼓,つづみ,"hand drum,  tsuzumi"
6029,坪,つぼ,"tsubo,  two mat area"
6030,悪循環,あくじゅんかん,vicious circle
6032,縛り首,しばりくび,"hanging,  death by hanging"
6033,蝶々,ちょうちょう,butterfly
6034,傑作,けっさく,"masterpiece,  best work"
6035,管弦楽,かんげんがく,orchestral music
6036,拍子,ひょうし,"tempo,  time,  rhythm,  beat"
6037,藩主,はんしゅ,"feudal lord,  daimyo"
6038,殻,から,"shell,  husk,  pod"
6039,地殻,ちかく,earth's crust
6040,晩酌,ばんしゃく,"evening drink,  drink with dinner"
6041,金縛り,かなしばり,"tied down by money,  sleep paralysis,  bound hand and foot,  temporary paralysis"
6042,藩,はん,"fiefdom,  domain"
6043,享受,きょうじゅ,"enjoyment,  enjoy"
6044,凌ぐ,しのぐ,"to endure,  to keep out,  to stave off"
6045,呆け,ぼけ,"idiot,  fool"
6046,奔放,ほんぽう,"wild,  uninhibited,  extravagant,  rampant"
6047,忌まわしい,いまわしい,"unpleasant,  disgusting,  inauspicious,  ominous"
6048,暁,あかつき,"dawn,  daybreak"
6049,不朽,ふきゅう,"immortal,  everlasting,  eternal"
6050,朽ちる,くちる,"to decay,  to die out"
6051,淑やか,しとやか,"graceful,  modest,  gentle,  polite"
6052,汚濁,おだく,"pollution,  contamination,  corruption"
6053,酌む,くむ,"to serve,  to pour"
6054,飽き,あき,"weariness,  tiresomeness"
6055,鶏肉,とりにく,chicken meat
6056,豪傑,ごうけつ,hero
6057,解剖,かいぼう,"autopsy,  dissection"
6058,呆れ返る,あきれかえる,"to be utterly amazed,  to be stunned,  to be amazed"
6059,嘱託,しょくたく,"part time employee,  temporary employee"
6060,奔走,ほんそう,"running about,  efforts,  activity"
6061,媒介,ばいかい,intermediary
6062,媒体,ばいたい,"media,  medium"
6063,触媒,しょくばい,catalyst
6064,帆,ほ,sail
6065,帆走,はんそう,sailing
6066,弦楽器,げんがっき,stringed instrument
6067,回忌,かいき,"death anniversary,  anniversary of death"
6068,禁忌,きんき,taboo
6069,感慨,かんがい,"strong feelings,  deep emotion"
6070,憤慨,ふんがい,"anger,  indignation,  resentment"
6071,遊戯,ゆうぎ,"game,  play,  sports"
6072,戯曲,ぎきょく,"drama,  play"
6073,扶助,ふじょ,"aid,  help,  support"
6074,扶養,ふよう,"support,  maintenance,  provide for"
6075,脊椎,せきつい,"spine,  spinal column,  backbone"
6076,淑女,しゅくじょ,lady
6077,濁流,だくりゅう,muddy stream
6078,起訴猶予,きそゆうよ,suspension of indictment
6079,瑞々しい,みずみずしい,"fresh,  young,  juicy,  lively,  vibrant"
6080,硫酸,りゅうさん,"sulfuric acid,  sulphuric acid"
6081,窃盗,せっとう,"theft,  stealing"
6082,紳士協定,しんしきょうてい,gentlemen's agreement
6083,絹,きぬ,silk
6084,絹糸,けんし,silk thread
6085,肖像,しょうぞう,portrait
6086,棋譜,きふ,game records
6087,系譜,けいふ,"genealogy,  pedigree,  family history"
6088,年譜,ねんぷ,chronological record
6089,譜面,ふめん,"music,  musical score,  sheet music"
6090,恩赦,おんしゃ,"amnesty,  pardon"
6091,赦免,しゃめん,remission
6092,容赦,ようしゃ,"pardon,  forgiveness,  mercy,  leniency"
6093,更迭,こうてつ,"change,  switch,  reshuffle,  reorganization,  reorganisation"
6094,錠,じょう,"lock,  padlock,  tablet,  pill"
6095,錠剤,じょうざい,"pill,  lozenge,  tablet"
6096,陪審,ばいしん,"jury,  juror"
6097,鶏,にわとり,chicken
6098,鶏卵,けいらん,"chicken egg,  hen egg"
6099,養鶏,ようけい,"chicken farming,  poultry farming"
6100,手錠,てじょう,"handcuffs,  manacles"
6101,呆気,あっけ,"dumbfounded,  taken aback,  astonished"
6102,媒酌,ばいしゃく,matchmaking
6103,一周忌,いっしゅうき,"first anniversary of death,  first death anniversary"
6104,憤り,いきどおり,"resentment,  outrage,  anger"
6105,戯れる,たわむれる,"to toy with,  to play with,  to flirt,  to kid"
6106,老朽,ろうきゅう,"decrepit,  overage,  obsolete,  too old"
6107,濁す,にごす,"to make muddy,  to make cloudy"
6108,縫目,ぬいめ,"seam,  stitch,  suture"
6109,楽譜,がくふ,"score,  sheet music"
6110,忌,き,"mourning,  mourning period"
6112,早乙女,さおとめ,"rice planting girl,  saotome"
6113,憂き目,うきめ,"bitterness,  misery,  hardship,  distress"
6114,崇拝,すうはい,"worship,  adoration,  admiration,  cult"
6115,憧れ,あこがれ,"yearning,  longing,  aspiration"
6116,浪費,ろうひ,"waste,  extravagance"
6117,漆,うるし,"lacquer,  varnish"
6118,漆器,しっき,"lacquerware,  lacquer ware"
6119,鋳造,ちゅうぞう,"casting,  founding,  minting"
6120,侮る,あなどる,"to despise,  to disdain,  to make light of"
6121,凸凹,でこぼこ,"uneven,  rough,  rugged"
6122,卑劣,ひれつ,"mean,  foul play,  cowardly,  base"
6123,慶事,けいじ,"auspicious event,  happy event"
6124,模擬,もぎ,"imitation,  sham,  mock,  simulation"
6125,ご無沙汰,ごぶさた,"neglecting to contact,  long silence"
6126,漬かる,つかる,"to be pickled,  to be well seasoned,  to be submerged,  to be soaked"
6127,甚だ,はなはだ,"very,  very much,  greatly"
6128,暗礁,あんしょう,"reef,  sunken reef"
6129,危篤,きとく,"critical condition,  critical illness,  on the verge of death"
6130,大胆,だいたん,"bold,  daring,  audacious"
6131,萌え,もえ,"sprouting,  budding,  crush,  infatuation,  moe"
6132,軽蔑,けいべつ,"scorn,  disdain,  contempt"
6133,遮断機,しゃだんき,"crossing gate,  railway crossing gate,  circuit breaker"
6134,遷都,せんと,"move the capital,  transfer the capital,  relocation of the capital"
6135,東亜,とうあ,"east asia,  the orient"
6136,侮蔑,ぶべつ,"scorn,  disdain,  contempt,  slight"
6137,侮辱,ぶじょく,"insult,  contempt,  slight"
6138,凹む,へこむ,"to become hollow,  to be dented,  to sink,  to collapse"
6139,卑屈,ひくつ,"menial,  subservient,  abject"
6140,叔父,おじ,uncle
6141,叔母,おば,aunt
6142,婚姻,こんいん,"marriage,  matrimony"
6143,岬,みさき,cape
6144,峠,とうげ,"ridge,  mountain pass,  climax"
6145,惜しまない,おしまない,"without sparing,  spare no effort"
6146,漆黒,しっこく,"jet black,  pitch black"
6147,崇高,すうこう,"loftiness,  sublimity,  nobility"
6148,弁慶,べんけい,strong person
6149,慶祝,けいしゅく,"congratulation,  celebration"
6150,慶弔,けいちょう,congratulations and condolences
6151,憧れる,あこがれる,"to long for,  to yearn after,  to admire,  to be attracted by"
6152,稚拙,ちせつ,"unskillful,  childish"
6153,流浪,るろう,"vagrancy,  wandering,  nomadism"
6154,放浪,ほうろう,"wandering,  roaming"
6155,浪人,ろうにん,"ronin,  masterless samurai,  rounin"
6156,〜漬け,づけ,"pickled,  preserved in,  marinated in"
6157,甚大,じんだい,"immense,  tremendous,  enormous"
6158,環礁,かんしょう,"atoll,  circular coral reef"
6159,岩礁,がんしょう,"reef,  sunken rocks,  shore reef,  rock reef"
6160,禍根,かこん,"root of evil,  source of evil"
6161,戦禍,せんか,"war damages,  ravages of war"
6162,紡ぐ,つむぐ,"to spin,  to make yarn"
6163,紡績,ぼうせき,"spinning,  yarn spinning"
6164,魂胆,こんたん,"plot,  ulterior motive,  secret intention,  hidden purpose"
6165,胆石,たんせき,gallstones
6166,落胆,らくたん,"discouragement,  despondency,  dejection,  disappointment"
6167,不均衡,ふきんこう,"imbalance,  disparity,  inequality"
6168,詠む,よむ,"to compose,  to recite"
6169,普遍的,ふへんてき,"universal,  omnipresent,  ubiquitous"
6170,一遍に,いっぺんに,"at once,  at one time"
